date,AAPL,ADBE,AMD,AMZN,BABA,GOOG,IBM,INTC,META,MSFT,NVDA,ORCL,SAP,TSLA
2023-06-07,0.363,0.259,-0.023,0.054,0.131,0.173,0.246,-0.092,0.356,-0.019,-0.132,0.091,0.341,0.096
2023-06-08,-0.057,0.214,-0.182,0.099,0.131,0.25,0.246,-0.139,-0.138,-0.061,0.007,0.185,0.431,-0.242
2023-06-09,-0.012,0.229,-0.125,-0.096,0.153,0.242,0.264,-0.032,-0.008,0.151,-0.218,0.09,0.455,0.115
2023-06-12,-0.148,0.252,-0.098,0.108,0.142,0.052,0.311,-0.117,-0.195,-0.013,-0.085,0.093,0.455,-0.044
2023-06-13,0.01,0.199,0.012,-0.028,0.085,0.036,0.232,-0.072,0.041,-0.234,0.078,0.211,0.455,0.144
2023-06-14,0.07,0.194,0.015,0.065,0.017,0.036,0.254,0.148,0.126,0.021,0.082,0.254,0.475,0.021
2023-06-15,0.112,0.231,0.058,0.018,0.019,-0.059,0.297,0.063,0.176,0.149,-0.162,0.24,0.475,0.227
2023-06-16,0.002,0.22,0.0,-0.07,0.043,-0.094,0.308,-0.053,0.127,0.184,-0.066,0.044,0.475,0.262
2023-06-19,-0.024,0.171,-0.054,-0.001,0.259,-0.11,0.315,0.296,-0.127,-0.275,-0.091,-0.29,0.475,0.035
2023-06-20,-0.102,-0.157,-0.02,-0.099,0.033,-0.145,0.241,0.025,-0.23,-0.241,-0.121,-0.359,0.442,0.005
2023-06-21,0.02,-0.347,0.056,0.15,0.187,-0.109,0.303,-0.033,-0.193,-0.037,0.0,-0.388,0.475,-0.027
2023-06-22,0.03,-0.043,0.048,-0.036,0.256,-0.106,0.418,-0.31,0.083,-0.123,0.001,-0.265,0.475,0.122
2023-06-23,0.029,-0.101,0.046,0.02,0.198,-0.106,0.376,0.125,-0.047,-0.02,0.05,-0.213,0.475,-0.03
2023-06-26,-0.045,0.019,0.009,-0.141,0.219,0.044,-0.004,0.044,0.02,0.06,-0.071,-0.142,0.475,0.054
2023-06-27,0.185,0.002,0.036,-0.015,0.079,0.132,0.17,-0.029,-0.044,-0.043,-0.139,-0.005,0.475,-0.233
2023-06-28,-0.272,-0.096,0.001,0.207,0.025,0.178,0.004,-0.125,-0.099,0.002,-0.197,0.17,0.509,0.078
2023-06-29,-0.042,-0.111,-0.124,-0.128,-0.001,0.169,0.004,-0.138,-0.121,-0.065,-0.189,0.252,0.514,0.057
2023-06-30,-0.11,-0.159,-0.141,-0.023,0.013,0.084,0.006,-0.215,-0.046,-0.065,-0.05,0.266,0.514,0.086
2023-07-03,-0.114,-0.142,-0.04,-0.011,0.013,0.042,-0.031,-0.169,0.026,-0.01,0.054,0.278,0.504,-0.035
2023-07-04,0.087,-0.009,0.052,0.137,0.029,0.042,-0.006,-0.169,0.033,0.035,0.272,0.288,0.504,-0.14
2023-07-05,-0.072,-0.083,-0.143,0.143,0.029,0.042,-0.006,-0.202,-0.135,0.007,-0.03,0.288,0.504,-0.074
2023-07-06,-0.277,-0.048,-0.021,0.114,0.002,-0.043,0.116,-0.259,-0.15,0.164,-0.119,0.336,0.504,0.107
2023-07-07,0.016,0.201,-0.038,0.016,0.216,-0.043,0.181,-0.253,-0.195,0.13,-0.098,0.337,0.449,-0.205
2023-07-10,-0.195,0.235,-0.19,-0.019,0.022,-0.091,0.251,-0.272,-0.173,0.198,0.022,0.358,0.449,-0.099
2023-07-11,0.024,0.179,-0.15,0.121,0.158,0.078,0.274,-0.342,-0.235,0.176,-0.042,0.355,0.441,0.011
2023-07-12,0.375,0.152,-0.17,-0.01,0.133,0.064,0.135,-0.277,-0.146,0.038,-0.019,0.372,0.441,-0.068
2023-07-13,0.185,0.188,-0.241,-0.021,0.21,-0.006,0.132,-0.262,-0.088,0.203,0.063,0.426,0.419,0.239
2023-07-14,-0.007,0.12,-0.127,0.024,0.366,0.082,0.154,-0.219,0.103,-0.176,0.022,0.344,0.419,0.281
2023-07-17,0.191,0.248,0.251,0.352,0.31,0.082,0.219,0.072,0.061,0.134,0.221,0.455,0.419,0.176
2023-07-18,0.258,0.273,0.194,0.432,0.269,0.082,0.242,0.142,0.167,0.104,0.403,0.438,0.423,0.077
2023-07-19,0.306,0.202,0.195,0.337,0.246,-0.044,0.358,0.149,-0.123,0.264,0.229,0.459,0.421,0.022
2023-07-20,0.311,0.257,0.279,0.361,0.118,0.039,-0.136,0.156,0.063,0.137,0.401,0.463,0.407,0.021
2023-07-21,0.239,0.304,0.222,0.112,0.132,0.087,0.145,0.103,0.079,0.335,-0.027,0.442,0.299,0.043
2023-07-24,0.291,0.329,0.139,0.243,-0.021,0.204,0.179,0.063,0.135,0.258,0.322,0.447,0.343,0.274
2023-07-25,0.244,0.34,0.178,0.361,-0.057,0.149,0.197,0.182,0.168,0.048,0.262,0.416,0.343,0.09
2023-07-26,0.209,0.341,0.294,0.349,-0.076,0.255,0.197,0.17,-0.081,0.419,0.441,0.397,0.343,0.013
2023-07-27,0.312,0.185,0.312,0.405,0.18,0.156,0.23,0.201,0.098,0.219,0.242,0.458,0.343,0.309
2023-07-28,0.354,0.264,0.511,0.337,0.223,0.13,0.301,0.354,0.253,0.348,0.553,0.465,0.359,-0.044
2023-07-31,0.147,0.264,0.323,0.318,0.328,0.366,0.382,0.02,0.174,0.178,0.217,0.483,0.369,0.131
2023-08-01,0.225,0.287,0.138,0.276,0.556,0.233,0.463,0.058,0.019,0.276,0.251,0.505,0.375,0.24
2023-08-02,0.324,0.295,0.319,0.167,0.503,0.088,0.463,0.315,0.091,0.222,0.223,0.467,0.405,0.056
2023-08-03,0.399,0.287,0.078,0.233,0.425,0.153,0.486,0.104,-0.064,0.325,0.344,0.454,0.405,0.16
2023-08-04,0.149,0.213,0.166,0.216,0.376,-0.082,0.475,0.123,-0.021,0.259,0.178,0.451,0.405,0.059
2023-08-07,0.107,0.235,0.253,0.056,0.372,0.241,0.459,0.14,0.016,0.368,0.202,0.444,0.405,-0.02
2023-08-08,0.291,0.181,0.284,0.132,0.267,0.34,0.468,0.187,0.065,0.339,0.01,0.465,0.431,-0.082
2023-08-09,0.257,0.212,0.231,0.276,0.297,0.022,0.337,0.24,0.141,0.365,0.206,0.465,0.455,0.24
2023-08-10,0.262,0.222,0.245,0.233,0.205,0.064,0.328,0.248,0.096,0.337,0.24,0.444,0.459,0.155
2023-08-11,0.267,0.232,0.259,0.189,0.113,0.106,0.32,0.256,0.051,0.309,0.275,0.423,0.462,0.07
2023-08-14,0.281,0.263,0.302,0.059,-0.162,0.231,0.294,0.281,-0.085,0.225,0.378,0.36,0.473,-0.185
2023-08-15,0.429,0.248,0.357,0.036,-0.254,0.468,0.285,0.413,-0.075,0.188,0.303,0.339,0.477,0.07
2023-08-16,0.407,0.287,0.388,0.252,-0.164,0.348,0.258,0.083,0.05,0.193,0.052,0.269,0.477,-0.093
2023-08-17,0.22,0.361,0.383,0.127,0.084,0.133,0.374,-0.014,0.063,0.268,0.176,0.269,0.465,0.038
2023-08-18,-0.087,0.258,0.337,0.173,0.144,0.159,0.317,0.002,0.091,0.237,0.224,0.269,0.465,-0.209
2023-08-21,0.238,0.29,0.256,0.393,0.25,0.084,0.257,0.088,-0.112,0.185,0.266,0.269,0.465,0.047
2023-08-22,0.194,0.151,0.353,0.287,0.296,0.212,0.174,0.195,-0.035,0.33,0.451,0.109,0.435,0.165
2023-08-23,0.19,0.288,0.27,0.362,0.35,0.368,0.094,0.264,-0.249,0.346,0.292,0.099,0.435,0.002
2023-08-24,0.276,0.26,0.344,0.206,0.47,0.309,0.249,0.321,-0.131,0.224,0.266,0.139,0.42,0.094
2023-08-25,0.381,0.299,0.279,0.188,0.548,0.051,0.297,0.279,0.112,0.159,0.451,0.036,0.42,0.373
2023-08-28,0.337,0.454,0.328,0.31,0.293,0.159,0.265,0.309,0.215,0.192,0.239,0.105,0.42,0.248
2023-08-29,0.016,0.316,0.324,0.302,0.262,0.313,0.316,0.308,0.155,0.34,0.038,0.146,0.42,0.224
2023-08-30,0.314,0.316,0.288,0.228,0.175,0.365,0.323,0.242,-0.004,0.064,0.102,0.335,0.42,0.231
2023-08-31,0.272,0.32,0.26,0.117,0.153,0.211,0.263,0.188,-0.042,0.17,0.418,0.4,0.42,0.204
2023-09-01,0.44,0.303,0.193,0.229,0.109,0.274,0.28,0.268,-0.056,0.455,0.313,0.381,0.425,-0.196
2023-09-04,0.251,0.351,0.308,0.208,-0.037,0.227,0.362,0.407,0.047,0.489,0.387,0.37,0.432,0.047
2023-09-05,0.146,0.324,0.4,0.271,-0.004,0.174,0.362,0.472,-0.006,0.258,0.393,0.37,0.432,-0.114
2023-09-06,0.079,0.316,0.448,0.245,0.149,0.263,0.323,0.348,-0.028,0.147,0.053,0.245,0.418,0.008
2023-09-07,-0.229,0.286,0.407,0.139,0.133,0.266,0.407,0.313,0.0,0.291,0.34,0.28,0.409,0.255
2023-09-08,-0.236,0.318,0.354,0.188,0.184,-0.159,0.315,0.136,0.175,-0.061,0.191,0.28,0.343,0.215
2023-09-11,0.039,0.315,0.425,0.268,-0.031,0.273,0.211,0.272,0.354,0.269,0.55,0.168,0.343,0.308
2023-09-12,0.015,0.201,0.375,0.21,0.263,-0.042,0.148,0.343,0.364,0.068,0.219,0.133,0.325,0.235
2023-09-13,0.044,0.152,0.367,0.265,0.21,0.448,0.174,0.468,0.373,0.473,0.472,-0.152,0.311,0.332
2023-09-14,-0.327,0.323,0.405,0.361,0.209,0.186,0.049,0.446,0.409,0.295,0.321,0.157,0.311,0.194
2023-09-15,0.19,0.17,0.361,0.195,0.177,0.104,0.068,0.366,0.376,0.196,0.081,0.291,0.31,0.287
2023-09-18,0.293,0.187,0.363,0.449,0.344,0.324,0.235,0.362,0.415,0.35,0.309,0.505,0.363,0.219
2023-09-19,0.214,0.025,0.391,0.357,0.36,0.076,0.368,0.381,0.523,-0.011,0.353,0.576,0.363,-0.006
2023-09-20,0.285,-0.077,0.392,0.318,0.393,0.222,0.341,0.059,0.428,0.195,0.186,0.41,0.363,0.321
2023-09-21,0.162,0.138,0.386,0.234,0.225,0.107,0.263,-0.071,0.466,0.333,0.168,0.4,0.289,0.175
2023-09-22,0.262,0.038,0.353,0.334,0.177,0.057,0.263,0.062,0.322,0.429,0.274,0.433,0.32,0.081
2023-09-25,0.166,-0.022,0.333,0.265,0.085,0.365,0.189,0.054,0.192,0.296,0.372,0.36,0.32,0.196
2023-09-26,-0.123,0.065,0.346,0.094,0.233,0.252,0.29,0.033,0.2,0.237,0.136,0.4,0.326,0.004
2023-09-27,0.299,0.142,0.419,-0.019,0.135,0.026,0.357,0.032,-0.013,0.29,0.217,0.384,0.323,-0.333
2023-09-28,-0.034,0.174,0.355,0.168,0.243,0.313,0.456,-0.112,0.175,0.093,0.481,0.377,0.3,-0.09
2023-09-29,0.237,0.225,0.193,0.386,0.398,0.513,0.45,-0.072,0.283,0.341,0.027,0.352,0.265,0.095
2023-10-02,0.042,0.384,0.432,0.176,0.355,0.364,0.464,0.196,0.11,0.348,0.465,0.394,0.273,0.141
2023-10-03,0.044,0.388,0.524,0.255,0.354,-0.091,0.389,0.386,-0.017,0.155,0.262,0.387,0.273,0.101
2023-10-04,0.301,0.424,0.488,0.149,0.348,-0.002,0.404,0.07,-0.003,0.07,0.247,0.335,0.259,0.023
2023-10-05,0.048,0.416,0.41,0.197,0.307,-0.09,0.285,0.334,0.135,0.124,0.268,0.345,0.259,0.187
2023-10-06,0.058,0.45,0.102,0.206,0.297,0.06,0.285,0.324,0.13,0.034,0.18,0.328,0.259,-0.067
2023-10-09,0.292,0.401,0.113,0.245,0.315,0.212,0.229,-0.003,0.116,0.148,0.209,0.401,0.259,0.06
2023-10-10,0.047,0.362,0.197,0.305,0.326,0.223,0.195,-0.121,0.17,0.258,0.071,0.423,0.259,0.207
2023-10-11,0.257,0.421,0.357,0.459,0.294,0.282,0.24,-0.045,0.221,0.433,0.443,0.44,0.259,0.247
2023-10-12,0.057,0.377,0.389,0.343,0.294,0.05,0.238,0.082,0.049,-0.355,0.162,0.355,0.356,0.356
2023-10-13,0.022,0.35,0.396,0.11,0.464,0.07,0.169,0.156,-0.101,0.142,0.312,0.298,0.313,0.098
2023-10-16,0.247,0.362,0.377,0.196,0.364,0.091,0.2,0.156,0.035,0.419,0.347,0.315,0.307,0.124
2023-10-17,0.259,0.363,0.294,0.349,0.234,0.163,0.304,0.176,0.055,-0.006,0.272,0.333,0.307,0.089
2023-10-18,0.228,0.365,0.111,0.237,0.163,0.424,0.396,0.103,-0.014,0.325,0.122,0.351,0.314,0.137
2023-10-19,0.193,0.415,-0.047,0.238,0.045,0.03,0.391,-0.022,0.159,0.192,-0.172,0.334,0.377,-0.08
2023-10-20,0.298,0.416,0.004,0.329,0.08,0.275,0.37,-0.006,0.062,0.355,0.245,0.508,0.399,0.129
2023-10-23,0.197,0.408,0.107,0.135,0.282,0.209,0.413,0.094,0.28,0.199,0.092,0.397,0.399,0.089
2023-10-24,0.008,0.274,0.196,0.344,0.307,0.314,0.419,0.074,0.359,0.211,0.31,0.374,0.406,0.004
2023-10-25,-0.069,0.249,0.319,0.196,0.219,0.279,0.436,0.2,0.039,0.29,0.014,0.379,0.414,-0.078
2023-10-26,-0.003,0.163,0.393,0.213,0.239,0.003,0.087,0.172,0.058,0.115,0.032,0.32,0.414,-0.26
2023-10-27,-0.336,0.056,0.166,0.369,0.239,-0.099,0.133,0.336,0.022,0.25,0.318,0.232,0.414,-0.013
2023-10-29,0.223,0.174,0.222,0.32,0.276,0.318,0.164,0.254,0.283,0.45,0.489,0.223,0.397,0.23
2023-10-30,0.038,0.152,0.29,0.287,0.276,0.01,0.217,0.048,0.226,0.138,0.388,0.292,0.397,0.045
2023-10-31,0.187,0.204,0.376,0.26,0.137,0.192,0.25,0.008,0.4,0.325,0.154,0.317,0.397,0.031
2023-11-01,0.046,0.204,0.073,0.21,0.217,0.209,0.25,0.017,0.216,0.236,-0.029,0.317,0.54,0.081
2023-11-02,0.161,0.204,0.315,0.289,0.244,0.142,0.273,0.104,-0.088,0.24,0.249,0.218,0.413,0.163
2023-11-03,-0.242,0.251,0.294,0.173,0.237,0.232,0.347,0.095,0.181,0.375,0.24,0.252,0.413,-0.064
2023-11-06,0.141,0.39,0.43,0.425,0.115,0.347,0.318,0.263,0.117,0.4,0.24,0.252,0.413,-0.206
2023-11-07,0.256,0.373,0.429,0.444,0.211,0.083,0.369,0.258,0.221,0.395,0.362,0.252,0.413,-0.063
2023-11-08,0.287,0.31,0.409,0.417,0.265,0.363,0.357,0.188,0.04,0.121,0.329,0.322,0.413,0.176
2023-11-09,0.334,0.253,0.342,0.295,0.236,0.166,0.509,0.303,0.219,0.196,0.378,0.322,0.442,0.16
2023-11-10,0.31,0.237,0.302,0.425,0.156,0.211,0.528,0.175,-0.058,0.166,0.24,0.461,0.442,0.208
2023-11-13,0.127,0.237,0.241,0.382,0.189,0.617,0.526,0.127,0.173,0.67,0.358,0.489,0.442,0.105
2023-11-14,0.318,0.143,0.296,0.283,0.22,-0.097,0.479,0.077,0.268,0.287,0.11,0.456,0.427,0.256
2023-11-15,0.301,0.245,0.382,0.235,0.115,0.313,0.492,0.115,0.229,0.344,0.493,0.394,0.436,-0.253
2023-11-16,0.265,0.261,0.439,0.275,-0.173,0.149,0.502,0.297,-0.001,-0.015,-0.017,0.394,0.424,0.344
2023-11-17,0.106,0.261,0.299,0.281,-0.236,0.204,0.564,0.089,-0.102,0.341,0.353,0.304,0.424,-0.095
2023-11-20,0.312,0.167,0.255,0.426,0.185,0.308,-0.029,0.116,0.198,0.08,0.361,0.316,0.428,0.071
2023-11-21,0.17,0.248,0.244,0.351,0.1,0.232,0.007,0.048,0.251,0.059,-0.053,0.338,0.432,0.205
2023-11-22,-0.115,0.217,0.385,0.332,0.207,0.286,0.046,0.048,0.236,0.037,0.409,0.338,0.435,0.17
2023-11-23,0.066,0.238,0.395,0.234,0.205,0.144,0.046,0.155,0.076,-0.174,0.254,0.338,0.435,-0.123
2023-11-24,0.053,0.278,0.399,0.091,0.177,0.055,0.046,0.155,0.096,0.059,0.187,0.338,0.435,-0.209
2023-11-27,0.23,0.271,0.405,0.32,0.189,0.321,0.166,0.001,0.21,0.494,0.201,0.323,0.435,0.229
2023-11-28,0.363,0.389,0.359,0.264,-0.058,0.337,0.437,0.14,-0.02,0.336,0.338,0.416,0.392,-0.055
2023-11-29,0.132,0.004,0.307,0.358,0.357,0.42,0.431,0.194,0.035,0.263,0.268,0.444,0.531,0.4
2023-11-30,0.337,0.034,0.309,0.294,0.163,0.106,0.43,0.222,0.028,0.154,0.438,0.434,0.543,0.004
2023-12-01,0.227,0.231,0.377,0.207,0.17,0.388,0.417,0.303,-0.322,0.026,0.339,0.434,0.503,0.266
2023-12-04,0.269,0.384,0.357,0.277,0.267,0.437,0.398,0.203,0.246,0.459,0.344,0.468,0.503,-0.112
2023-12-05,0.356,0.414,0.241,0.366,0.321,0.041,0.32,0.213,0.084,0.344,0.404,0.468,0.503,0.173
2023-12-06,0.468,0.414,0.336,0.289,0.251,0.249,0.274,0.095,0.45,0.285,0.312,0.462,0.503,-0.015
2023-12-07,0.32,0.414,0.038,0.272,0.115,0.186,0.366,0.112,-0.133,0.119,0.272,0.275,0.503,0.002
2023-12-08,0.087,0.338,0.224,0.288,0.045,0.41,0.366,0.166,0.225,0.492,0.498,0.208,0.499,0.138
2023-12-11,0.356,0.202,0.365,0.236,-0.004,0.316,0.352,0.507,0.514,0.506,0.594,0.452,0.525,0.188
2023-12-12,-0.002,0.181,0.421,0.285,0.113,-0.242,0.352,0.499,0.275,0.503,0.267,-0.224,0.525,0.311
2023-12-13,0.177,0.243,0.343,0.187,-0.014,0.066,0.395,0.441,0.212,0.396,0.348,0.101,0.525,0.115
2023-12-14,0.145,-0.047,0.33,0.363,0.017,0.318,0.399,0.254,0.011,0.353,0.33,0.514,0.525,0.119
2023-12-15,0.466,0.026,0.33,0.234,-0.063,-0.036,0.374,0.088,-0.069,0.397,0.412,0.256,0.525,0.175
2023-12-18,0.029,0.204,0.211,0.397,0.133,-0.029,-0.134,0.28,0.047,0.372,0.526,0.176,0.39,0.399
2023-12-19,-0.05,-0.116,0.338,0.436,0.108,0.223,0.157,0.396,0.336,0.503,0.452,0.214,0.39,0.147
2023-12-20,-0.068,0.074,0.263,0.321,0.227,-0.104,0.227,0.396,0.285,0.441,0.424,0.214,0.39,0.091
2023-12-21,-0.004,0.04,0.327,0.356,0.106,0.071,0.224,0.304,0.381,0.199,0.45,0.2,0.39,0.095
2023-12-22,-0.112,0.202,0.343,0.263,0.239,0.348,0.257,0.308,0.183,0.252,0.418,0.165,0.39,0.042
2023-12-25,0.429,0.207,0.332,0.386,0.275,0.446,0.259,0.433,0.107,0.409,0.528,0.123,0.39,0.097
2023-12-26,0.452,0.207,0.478,0.391,0.323,0.462,0.259,0.41,0.118,0.5,0.565,0.123,0.39,0.133
2023-12-27,-0.135,0.198,0.509,0.359,0.26,0.47,0.259,0.215,0.187,0.285,0.472,0.123,0.39,0.32
2023-12-28,-0.345,0.24,0.486,0.078,0.041,0.372,0.303,0.36,0.24,0.124,0.39,0.123,0.423,0.381
2023-12-29,0.284,0.263,0.405,0.281,0.063,-0.188,0.4,0.552,0.415,0.361,0.42,0.123,0.423,0.191
2024-01-01,0.325,0.328,0.377,0.358,0.065,0.341,0.341,0.605,0.403,0.445,0.6,0.152,0.423,0.384
2024-01-02,0.549,0.389,0.345,0.457,0.119,0.336,0.361,0.605,0.485,0.448,0.508,0.192,0.423,0.206
2024-01-03,0.095,0.445,0.334,0.451,0.182,0.328,0.341,0.473,0.423,0.432,0.474,0.292,0.423,-0.003
2024-01-04,0.157,0.447,0.265,0.307,0.039,0.377,0.335,0.012,0.612,0.396,0.343,0.292,0.332,0.296
2024-01-05,0.184,0.419,0.297,0.311,0.032,0.405,0.318,0.073,0.578,0.35,0.353,0.319,0.332,0.147
2024-01-08,0.264,0.334,0.393,0.324,0.012,0.49,0.269,0.255,0.475,0.211,0.382,0.401,0.332,-0.3
2024-01-09,0.218,0.349,0.441,0.361,0.113,0.393,0.386,0.312,0.588,0.277,0.277,0.403,0.36,0.052
2024-01-10,0.151,0.362,0.342,0.293,0.21,0.161,0.447,0.328,0.138,0.311,0.465,0.407,0.36,-0.023
2024-01-11,0.483,0.339,0.233,-0.006,0.304,0.064,0.368,0.192,0.054,0.289,0.274,0.487,0.318,-0.035
2024-01-12,0.45,0.363,0.248,0.099,0.26,0.166,0.367,0.216,0.09,0.334,0.287,0.485,0.318,-0.028
2024-01-15,0.352,0.435,0.294,0.415,0.127,0.474,0.363,0.289,0.2,0.47,0.327,0.481,0.318,-0.009
2024-01-16,-0.399,0.435,0.589,0.356,0.127,0.4,0.296,0.454,0.277,0.297,0.462,0.461,0.318,0.058
2024-01-17,0.121,0.457,0.307,0.271,0.082,0.141,0.328,0.517,0.22,0.232,0.211,0.334,0.306,-0.373
2024-01-18,0.125,0.46,0.433,0.363,-0.008,0.095,0.373,0.547,-0.033,0.247,0.273,0.334,0.336,-0.146
2024-01-19,0.206,0.455,0.426,0.388,0.018,0.192,0.413,0.504,0.074,0.286,0.326,0.326,0.336,-0.099
2024-01-22,0.45,0.441,0.406,0.463,0.095,0.485,0.532,0.373,0.393,0.403,0.484,0.303,0.336,0.04
2024-01-23,0.16,0.411,0.443,0.305,-0.018,0.006,0.529,0.442,0.041,0.247,0.494,0.303,0.336,-0.33
2024-01-24,0.556,0.362,0.424,0.319,0.314,0.289,0.48,0.54,0.11,0.528,0.456,0.38,0.272,-0.239
2024-01-25,0.141,0.307,0.357,0.297,0.305,0.16,0.211,0.435,0.293,0.251,0.355,0.38,0.29,0.02
2024-01-26,0.362,0.167,0.168,0.123,0.247,0.276,0.217,-0.076,0.347,0.333,0.353,0.32,0.29,0.195
2024-01-29,0.302,0.131,0.294,0.387,0.121,0.394,0.359,0.073,0.266,0.452,0.437,0.401,0.22,0.114
2024-01-30,0.327,0.149,0.275,0.241,0.268,0.375,0.199,0.254,0.241,0.218,0.312,0.295,0.279,0.498
2024-01-31,0.308,0.079,0.095,0.296,0.192,-0.066,0.233,0.187,0.157,0.179,0.202,0.384,0.27,-0.023
2024-02-01,0.075,-0.032,-0.009,0.272,0.189,0.347,0.169,0.107,0.05,0.285,0.347,0.366,0.159,-0.001
2024-02-02,0.053,-0.034,0.066,0.298,0.181,0.376,0.195,0.129,0.101,0.316,0.385,0.341,0.159,0.038
2024-02-05,-0.012,-0.038,0.293,0.374,0.158,0.461,0.273,0.195,0.255,0.411,0.498,0.268,0.159,0.153
2024-02-06,0.33,-0.079,0.302,0.293,0.082,0.403,0.33,0.28,0.118,0.385,0.296,0.231,0.111,0.242
2024-02-07,0.18,0.023,0.438,0.312,0.193,0.139,0.375,0.373,0.083,0.357,0.366,0.205,0.111,0.349
2024-02-08,-0.052,0.061,0.423,0.316,0.002,0.197,0.408,0.493,0.207,0.399,0.369,0.21,0.135,0.137
2024-02-09,0.047,0.129,0.435,0.348,0.025,0.184,0.404,0.43,0.248,0.395,0.367,0.214,0.17,0.145
2024-02-12,0.344,0.334,0.472,0.444,0.095,0.147,0.393,0.242,0.371,0.383,0.362,0.224,0.273,0.17
2024-02-13,0.324,0.447,0.499,0.415,0.168,0.447,0.329,0.149,0.237,0.429,0.313,0.287,0.273,0.073
2024-02-14,0.441,0.423,0.321,0.356,0.173,0.304,0.339,0.265,0.209,0.458,0.329,0.295,0.309,-0.073
2024-02-15,0.355,0.418,0.256,0.239,0.351,0.404,0.339,0.266,0.175,0.314,0.302,0.374,0.309,-0.018
2024-02-16,0.194,0.418,0.298,0.407,0.431,0.439,0.342,0.385,0.096,0.356,0.491,0.372,0.309,0.356
2024-02-19,0.176,0.431,0.491,0.38,0.3,0.388,0.366,0.472,0.334,0.351,0.32,0.372,0.329,0.365
2024-02-20,0.22,0.356,0.486,0.442,0.309,0.312,0.366,0.502,0.322,0.212,0.208,0.331,0.329,0.25
2024-02-21,0.234,0.311,0.458,0.248,0.346,0.328,0.25,0.314,0.405,0.352,0.434,0.325,0.298,0.046
2024-02-22,0.43,0.311,0.404,0.384,0.26,0.044,0.367,0.39,0.344,0.451,0.097,0.369,0.298,0.122
2024-02-23,0.442,0.311,0.254,0.311,0.154,0.024,0.309,0.393,0.369,0.427,0.389,0.369,0.298,0.037
2024-02-26,0.447,0.407,0.408,0.274,0.111,0.404,0.395,0.592,0.149,0.397,0.373,0.377,0.267,0.173
2024-02-27,0.0,0.384,0.504,0.034,0.18,0.039,0.466,0.528,0.436,0.488,0.076,0.489,0.274,0.127
2024-02-28,0.198,0.467,0.205,0.073,0.231,0.025,0.403,0.27,0.342,0.488,0.336,0.553,0.332,0.077
2024-02-29,0.078,0.487,0.051,0.331,0.072,0.038,0.442,0.277,0.159,0.106,0.378,0.571,0.443,0.196
2024-03-01,0.064,0.471,0.431,0.287,-0.034,0.453,0.453,0.156,0.208,0.189,0.276,0.604,0.465,-0.135
2024-03-04,0.395,0.452,0.368,0.504,-0.059,0.479,0.443,0.355,0.541,0.532,0.473,0.371,0.465,-0.039
2024-03-05,0.276,0.373,0.344,0.362,-0.044,0.217,0.465,0.389,0.35,0.468,0.203,0.229,0.465,0.031
2024-03-06,0.14,0.219,0.245,0.373,0.202,0.358,0.498,0.526,0.274,0.262,0.417,0.229,0.465,-0.101
2024-03-07,0.187,0.243,0.345,0.377,0.3,0.077,0.491,0.397,0.283,0.181,0.208,0.229,0.449,-0.036
2024-03-08,0.229,0.251,0.338,0.034,0.293,0.016,0.481,0.271,0.306,0.231,0.243,0.17,0.448,0.118
2024-03-11,0.328,0.536,0.377,0.426,0.383,0.451,0.469,0.348,0.349,0.504,0.353,0.397,0.469,0.035
2024-03-12,0.261,0.423,0.372,0.373,0.46,0.191,0.454,0.43,-0.183,0.396,0.465,0.193,0.496,0.126
2024-03-13,-0.002,0.406,0.155,0.328,0.381,0.149,0.36,0.355,0.019,0.473,0.2,0.463,0.474,-0.067
2024-03-14,0.199,0.216,0.157,0.345,0.124,0.292,0.307,0.343,0.096,0.224,0.168,0.59,0.462,-0.099
2024-03-15,0.432,-0.001,0.113,0.303,0.064,0.231,0.326,0.416,0.147,0.368,0.426,0.385,0.519,0.248
2024-03-18,0.231,-0.057,0.392,0.367,0.368,0.106,0.229,0.515,0.267,0.337,0.505,0.362,0.519,0.014
2024-03-19,0.368,-0.068,0.469,0.297,0.491,0.213,0.212,0.323,0.125,0.454,0.396,0.357,0.49,0.141
2024-03-20,0.0,0.062,0.426,0.209,0.342,0.035,0.204,0.415,0.153,0.242,0.349,0.321,0.49,0.128
2024-03-21,0.254,0.208,0.319,0.377,0.29,0.531,0.306,0.09,0.192,0.43,0.447,0.27,0.496,0.341
2024-03-22,0.138,0.334,0.297,0.337,0.324,0.206,0.29,0.364,0.214,0.451,0.537,0.346,0.496,0.153
2024-03-25,-0.004,0.379,0.396,0.581,0.318,0.372,0.258,0.068,0.553,0.501,0.488,0.36,0.496,0.144
