date,AAPL,ADBE,AMD,AMZN,BABA,GOOG,IBM,INTC,META,MSFT,NVDA,ORCL,SAP,TSLA
2020-12-21,-0.002,0.289,0.292,0.306,0.081,-0.114,0.325,0.336,0.229,0.249,0.168,-0.054,0.383,0.112
2020-12-22,-0.07,0.289,0.079,0.352,0.108,0.132,0.311,-0.086,-0.09,0.109,0.322,0.004,0.383,-0.198
2020-12-23,0.083,0.289,0.253,0.214,-0.026,0.185,0.316,-0.017,0.137,0.349,0.357,0.004,0.383,-0.091
2020-12-24,0.051,0.278,0.058,0.217,0.229,0.106,0.22,0.043,0.038,0.202,0.429,0.031,0.383,-0.089
2020-12-25,0.182,0.291,0.029,0.299,0.021,0.237,0.22,0.017,-0.024,0.138,0.388,0.031,0.383,0.094
2020-12-28,0.452,0.325,0.016,0.29,0.043,0.202,0.175,0.193,0.0,0.287,0.35,0.031,0.383,0.176
2020-12-29,0.268,0.362,0.037,0.109,0.107,0.159,0.164,0.267,-0.083,0.446,0.2,0.082,0.361,0.111
2020-12-30,-0.054,0.362,0.032,0.243,0.041,0.082,0.248,-0.204,-0.111,0.449,0.117,-0.088,0.399,0.325
2020-12-31,0.255,0.362,0.008,0.174,-0.009,0.331,0.163,0.034,0.02,0.141,0.267,-0.125,0.35,0.251
2021-01-01,0.279,0.362,0.05,0.21,0.082,0.219,0.194,0.116,-0.024,0.262,0.307,-0.125,0.35,0.307
2021-01-04,0.331,0.333,0.115,0.218,-0.088,0.348,0.215,0.1,0.038,0.355,0.307,-0.125,0.35,0.072
2021-01-05,0.279,0.373,0.243,0.119,-0.217,0.152,0.206,0.123,0.071,0.285,0.401,-0.125,0.35,0.254
2021-01-06,0.365,0.356,0.169,0.153,-0.075,0.15,0.327,0.112,0.109,0.286,0.317,-0.125,0.389,0.06
2021-01-07,0.084,0.342,0.155,0.272,-0.15,0.011,0.383,-0.037,-0.283,-0.068,0.209,-0.061,0.389,0.24
2021-01-08,0.247,0.367,0.2,0.102,-0.085,-0.173,0.387,-0.037,-0.259,0.019,0.171,0.08,0.389,0.217
2021-01-11,-0.074,0.356,0.186,0.252,-0.159,-0.062,0.228,0.153,-0.025,0.293,0.306,0.079,0.389,0.041
2021-01-12,-0.201,0.336,0.048,-0.053,-0.045,-0.086,0.281,0.204,-0.367,0.293,0.073,0.079,0.389,0.134
2021-01-13,-0.03,0.318,0.224,0.069,-0.071,-0.235,0.281,0.112,0.038,0.161,0.064,0.079,0.538,0.099
2021-01-14,0.096,0.31,0.325,0.032,0.005,-0.058,0.305,-0.002,-0.175,-0.128,0.23,0.128,0.538,0.053
2021-01-15,0.111,0.292,0.167,0.168,0.068,-0.174,0.303,0.018,-0.425,-0.207,0.226,0.11,0.557,0.208
2021-01-18,0.428,0.262,0.157,0.334,-0.012,-0.011,0.279,0.152,-0.221,0.121,0.272,0.11,0.588,0.264
2021-01-19,0.208,0.262,0.157,0.276,0.036,-0.14,0.172,0.06,-0.083,0.218,0.272,0.11,0.588,0.421
2021-01-20,0.102,0.329,0.149,0.227,0.304,0.085,0.246,-0.006,0.083,0.217,0.166,0.11,0.554,-0.025
2021-01-21,0.017,0.316,0.271,0.388,0.312,0.156,0.202,0.126,0.09,0.302,0.186,0.11,0.554,-0.026
2021-01-22,0.12,0.316,0.18,0.097,0.259,-0.372,-0.193,0.275,-0.431,0.268,0.119,0.265,0.523,0.204
2021-01-25,0.132,0.316,0.123,0.335,0.136,0.129,-0.249,0.14,-0.094,0.085,0.221,0.364,0.527,0.115
2021-01-26,0.042,0.316,0.235,0.333,0.158,0.178,-0.028,0.134,0.023,0.139,0.263,0.334,0.506,0.038
2021-01-27,0.352,0.329,0.346,0.2,0.207,0.239,0.185,0.221,0.17,0.266,0.269,0.338,0.532,0.163
2021-01-28,0.302,0.359,0.234,0.126,0.214,0.091,0.268,0.294,0.063,0.036,0.292,0.4,0.373,-0.042
2021-01-29,0.164,0.37,0.232,0.219,0.213,0.175,0.308,0.372,-0.274,0.234,0.243,0.433,0.438,0.109
2021-02-01,-0.032,0.403,0.274,0.238,0.126,0.07,0.283,0.388,0.151,0.233,0.405,0.439,0.51,0.126
2021-02-02,0.074,0.403,0.316,0.381,0.25,0.14,0.254,0.244,0.16,0.344,0.427,0.484,0.472,0.336
2021-02-03,0.133,0.377,0.316,0.138,0.149,0.188,0.257,0.327,0.024,0.285,0.434,0.371,0.481,0.05
2021-02-04,0.092,0.411,0.311,0.353,0.285,-0.031,0.194,0.298,0.141,0.339,0.51,0.329,0.526,-0.069
2021-02-05,0.052,0.397,0.311,0.151,0.165,0.13,0.22,0.173,-0.217,0.244,0.513,0.329,0.526,-0.088
2021-02-08,-0.209,0.428,0.283,0.202,0.224,0.337,0.29,0.225,0.108,0.412,0.47,0.378,0.526,0.021
2021-02-09,0.093,0.433,0.278,0.418,0.09,0.256,0.453,0.346,0.168,0.427,0.311,0.378,0.526,0.202
2021-02-10,0.273,0.403,0.271,0.146,0.167,0.136,0.524,0.175,0.077,0.388,0.165,0.336,0.473,0.161
2021-02-11,0.18,0.403,0.233,0.289,0.101,0.322,0.475,0.188,0.092,0.066,0.1,0.304,0.473,0.264
2021-02-12,0.227,0.403,0.082,0.159,0.101,0.183,0.428,0.086,-0.021,0.333,0.109,0.23,0.473,0.287
2021-02-15,0.325,0.436,0.043,0.216,0.101,-0.074,0.421,0.054,0.109,0.124,0.245,0.23,0.473,0.481
2021-02-16,0.158,0.436,0.043,0.218,0.168,0.095,0.443,0.054,0.204,0.137,0.245,0.217,0.48,0.171
2021-02-17,-0.03,0.437,0.029,0.267,0.264,0.17,0.379,0.175,0.179,0.208,0.183,0.217,0.48,0.25
2021-02-18,0.173,0.437,0.079,0.19,0.281,-0.132,0.353,0.137,-0.393,0.071,0.13,0.209,0.48,-0.034
2021-02-19,0.073,0.452,0.088,0.044,0.265,-0.05,0.338,0.14,-0.084,0.071,0.224,0.177,0.48,0.145
2021-02-22,0.18,0.446,0.157,0.312,0.274,0.266,0.205,0.06,0.379,0.023,0.351,0.205,0.48,-0.118
2021-02-24,-0.064,0.44,0.166,0.233,0.247,0.165,0.308,0.094,-0.015,-0.099,0.153,0.239,0.273,0.395
2021-02-25,0.228,0.452,0.166,0.097,0.269,0.092,0.327,0.199,0.155,0.135,0.329,0.238,0.297,-0.151
2021-02-26,-0.155,0.452,0.07,0.023,0.263,-0.027,0.327,0.093,0.058,0.007,0.027,0.186,0.297,-0.065
2021-03-01,0.151,0.469,0.139,0.214,0.323,0.154,0.155,0.139,0.177,0.103,0.2,0.1,0.297,0.1
2021-03-02,0.307,0.387,0.103,-0.043,0.321,0.018,0.192,0.255,0.389,0.151,0.246,0.1,0.297,0.339
2021-03-03,0.367,0.364,0.038,-0.21,0.338,-0.097,0.14,-0.035,0.092,-0.09,0.317,0.068,0.297,-0.157
2021-03-04,0.298,0.364,-0.071,0.287,0.338,0.219,0.106,-0.095,-0.061,0.066,0.22,0.042,0.297,0.082
2021-03-05,0.161,0.345,0.003,0.17,0.358,-0.005,0.236,-0.185,-0.09,0.184,0.259,0.082,0.297,0.262
2021-03-08,0.22,0.348,0.098,0.092,0.368,0.167,0.053,-0.25,0.252,-0.139,0.119,0.094,0.297,-0.013
2021-03-09,0.155,0.336,0.139,0.229,0.368,0.072,0.211,-0.106,0.135,0.017,0.292,0.278,0.297,0.144
2021-03-10,0.164,0.336,0.224,0.304,0.386,0.065,0.235,-0.03,-0.075,0.257,0.434,0.292,0.311,0.361
2021-03-11,-0.048,0.335,0.122,0.133,0.435,-0.125,0.228,-0.088,-0.128,0.069,0.402,0.185,0.313,-0.15
2021-03-12,0.227,0.322,0.128,0.286,0.393,0.097,0.299,0.016,0.184,0.191,0.401,0.202,0.337,-0.14
2021-03-15,0.19,0.322,0.107,0.254,0.13,0.214,0.389,0.06,0.399,0.28,0.392,0.225,0.337,-0.002
2021-03-16,0.168,0.371,0.063,0.059,-0.041,0.122,0.426,0.12,-0.022,0.277,0.402,0.393,0.342,-0.315
2021-03-17,-0.002,0.388,0.27,0.184,-0.095,-0.066,0.422,0.183,-0.083,0.233,0.408,0.422,0.34,-0.043
2021-03-18,0.272,0.372,0.27,0.279,-0.029,0.161,0.418,0.217,-0.104,0.038,0.452,0.445,0.385,0.062
2021-03-19,0.199,0.393,0.294,0.244,0.028,0.082,0.438,0.35,-0.061,0.113,0.302,0.498,0.364,0.118
2021-03-22,0.032,0.293,0.315,0.128,0.039,-0.1,0.387,0.255,0.254,0.035,0.291,0.454,0.364,0.119
2021-03-23,0.386,0.225,0.315,0.132,0.135,0.156,0.354,0.194,0.139,-0.108,0.233,0.363,0.364,0.159
2021-04-01,0.272,0.324,0.282,0.25,0.074,0.288,0.272,0.088,-0.233,0.194,0.094,0.361,0.322,0.263
2021-04-02,0.128,0.294,0.323,0.236,0.043,0.129,0.272,0.157,0.243,0.284,0.231,0.298,0.322,0.244
2021-04-05,0.154,0.294,0.295,0.138,0.075,0.077,0.242,0.334,-0.042,0.262,0.268,0.265,0.322,0.278
2021-04-06,0.158,0.433,0.198,0.021,0.108,0.292,0.294,0.202,0.108,0.228,0.192,0.366,0.322,0.117
2021-04-07,0.203,0.436,0.261,0.191,0.127,0.183,0.302,0.142,0.093,0.313,0.285,0.408,0.431,0.372
2021-04-08,-0.219,0.436,0.265,0.275,0.173,0.218,0.337,0.192,-0.103,0.018,0.203,0.406,0.431,0.022
2021-04-09,0.084,0.393,0.111,0.089,0.149,0.07,0.351,0.153,-0.211,0.049,0.173,0.406,0.431,0.05
2021-04-12,0.205,0.384,0.161,0.144,0.13,0.322,0.446,0.247,0.187,0.215,0.283,0.374,0.431,0.271
2021-04-13,0.143,0.409,0.12,0.244,0.163,0.317,0.387,0.281,0.193,0.233,0.158,0.334,0.358,0.021
2021-04-14,0.167,0.386,0.149,0.058,-0.094,0.317,0.249,0.205,0.122,0.258,0.163,0.31,0.32,0.221
2021-04-15,0.082,0.443,0.087,-0.011,0.175,-0.092,0.232,0.136,0.078,0.221,0.219,0.229,0.39,0.154
2021-04-16,0.224,0.441,0.034,0.268,0.193,0.18,0.167,0.138,0.161,0.325,0.105,0.187,0.39,-0.179
2021-04-19,0.251,0.423,0.012,0.238,0.011,0.236,0.252,-0.21,0.026,0.202,0.113,0.242,0.39,-0.217
2021-04-20,0.134,0.366,-0.036,0.323,-0.118,0.223,0.248,-0.196,0.076,0.116,0.059,0.238,0.39,-0.195
2021-04-21,0.225,0.366,0.108,0.208,-0.019,-0.084,0.122,0.02,-0.008,0.013,0.098,0.264,0.39,-0.158
2021-04-22,-0.001,0.3,0.101,0.226,-0.019,0.074,0.254,0.052,0.336,-0.033,0.147,0.309,0.389,-0.068
2021-04-23,0.219,0.336,0.129,0.177,-0.02,0.159,0.305,0.194,0.154,0.146,0.229,0.322,0.368,-0.039
2021-04-26,0.36,0.328,-0.031,0.335,0.141,0.293,0.515,0.195,0.157,0.329,0.112,0.334,0.368,0.064
2021-04-27,0.267,0.352,-0.039,0.463,0.181,-0.014,0.445,0.12,-0.012,0.298,0.136,0.369,0.368,0.452
2021-04-28,0.404,0.373,0.343,0.126,0.192,0.366,0.479,0.15,0.35,0.23,0.307,0.363,0.347,0.363
2021-04-29,0.003,0.398,0.32,0.116,0.145,-0.036,0.476,-0.05,0.113,-0.018,0.378,0.272,0.336,0.071
2021-04-30,0.091,0.406,0.272,0.295,0.066,0.013,0.287,-0.055,0.229,0.083,0.261,0.255,0.25,0.133
2021-05-03,-0.212,0.406,0.28,0.155,0.097,-0.119,0.309,-0.045,-0.028,0.14,0.236,0.215,0.25,0.017
2021-05-04,-0.153,0.426,0.285,0.08,0.159,-0.096,0.266,-0.077,-0.223,0.015,0.237,0.215,0.25,0.005
2021-05-05,0.154,0.401,0.297,0.267,0.202,0.417,0.337,-0.082,0.098,0.17,0.264,0.139,0.25,-0.103
2021-05-06,0.13,0.385,0.33,0.235,0.202,0.089,0.399,-0.179,-0.196,0.293,0.295,0.153,0.25,0.095
2021-05-07,0.017,0.373,0.286,0.198,0.163,0.003,0.308,-0.096,-0.064,0.156,0.132,0.159,0.213,0.056
2021-05-10,0.032,0.338,0.305,0.124,0.094,0.004,0.328,0.064,0.059,-0.048,0.293,0.17,0.213,-0.071
2021-05-11,0.175,0.326,0.352,0.108,0.156,0.117,0.305,0.069,-0.105,0.091,0.26,0.23,0.213,-0.149
2021-05-12,-0.005,0.304,0.321,0.197,0.109,0.119,0.218,0.073,0.087,0.268,0.077,0.206,0.273,-0.05
2021-05-13,-0.239,0.325,0.264,0.106,0.149,0.003,0.23,0.128,0.012,0.094,-0.027,0.204,0.236,-0.015
2021-05-14,-0.06,0.274,0.286,0.283,0.064,0.292,0.2,0.042,0.342,0.034,-0.063,0.254,0.269,0.086
2021-05-17,0.102,0.254,0.277,0.322,0.037,0.129,0.238,0.115,0.184,0.347,0.037,0.315,0.269,0.009
2021-05-18,0.116,0.238,0.319,0.049,0.196,0.318,0.334,0.197,0.286,0.47,0.149,0.344,0.26,-0.107
2021-05-19,0.1,0.238,0.323,0.039,0.218,0.177,0.406,0.236,0.185,0.276,0.198,0.344,0.26,-0.241
2021-05-20,0.411,0.243,0.251,0.155,0.265,0.236,0.389,0.208,-0.045,0.242,0.29,0.431,0.25,-0.095
2021-05-21,0.243,0.267,0.25,0.079,0.246,0.231,0.492,0.082,-0.026,-0.123,0.362,0.431,0.273,0.218
2021-05-24,0.003,0.267,0.236,0.327,0.156,0.249,0.488,0.127,0.098,0.231,0.257,0.444,0.271,-0.006
2021-05-25,0.153,0.387,0.236,0.199,0.23,0.046,0.488,0.177,0.109,0.279,0.447,0.292,0.271,0.029
2021-05-26,0.363,0.373,0.233,-0.06,0.239,0.051,0.215,0.212,0.078,0.19,0.204,0.311,0.271,0.134
2021-05-27,0.332,0.379,0.322,0.24,0.272,0.17,0.215,0.233,-0.138,0.276,0.062,0.339,0.271,0.243
2021-05-28,0.26,0.379,0.265,0.226,0.291,0.31,0.238,0.194,-0.015,0.071,0.271,0.339,0.271,0.284
2021-05-31,0.263,0.303,0.351,0.287,0.292,0.246,0.256,0.305,0.291,0.051,0.404,0.35,0.271,0.113
2021-06-01,0.274,0.303,0.333,0.233,0.292,0.339,0.256,0.206,0.278,0.17,0.276,0.35,0.271,0.094
2021-06-02,0.344,0.303,0.263,0.209,0.309,0.284,0.284,0.136,0.232,0.28,0.281,0.35,0.264,-0.043
2021-06-03,0.238,0.31,0.326,0.221,0.393,0.199,0.316,0.174,0.224,0.219,0.454,0.349,0.413,0.084
2021-06-04,0.161,0.31,0.385,0.261,0.465,0.151,0.304,0.174,0.132,0.107,0.468,0.349,0.413,-0.165
2021-06-07,0.079,0.31,0.334,0.223,0.298,0.165,0.344,0.052,0.039,0.129,0.357,0.312,0.413,-0.146
2021-06-08,0.162,0.343,0.335,0.15,0.269,-0.162,0.271,0.063,0.033,0.241,0.313,0.318,0.413,0.282
2021-06-09,0.208,0.334,0.263,0.206,0.125,0.321,0.107,0.131,0.377,0.404,0.31,0.32,0.413,0.148
2021-06-10,0.279,0.345,0.232,0.302,0.06,0.199,0.137,0.347,0.19,0.383,0.301,0.32,0.413,0.038
2021-06-11,0.216,0.365,0.188,0.288,0.088,0.362,0.054,0.393,0.26,0.289,0.286,0.32,0.439,0.09
2021-06-14,0.334,0.269,0.182,0.203,0.129,0.238,0.09,0.395,0.215,0.156,0.238,0.309,0.439,0.341
2021-06-15,-0.044,0.316,0.251,0.203,0.245,-0.165,0.361,0.263,0.158,0.391,0.019,0.143,0.439,0.064
2021-06-16,0.075,0.2,0.254,0.047,-0.064,-0.007,0.375,0.266,0.279,-0.099,0.042,0.282,0.439,0.046
2021-06-17,0.148,0.146,0.302,0.173,-0.111,0.174,0.375,0.258,-0.073,0.139,0.094,0.093,0.416,0.072
2021-06-18,0.289,0.279,0.173,0.249,-0.123,0.155,0.311,0.014,0.178,-0.046,0.286,0.093,0.416,0.193
2021-06-21,0.336,0.176,0.139,0.155,-0.092,0.241,0.309,0.152,0.137,0.216,0.374,0.098,0.416,0.12
2021-06-22,0.267,0.19,0.101,0.271,-0.043,0.094,0.267,0.218,0.414,0.209,0.113,0.189,0.416,-0.064
2021-06-23,0.254,0.19,0.267,0.278,0.124,0.428,0.208,0.257,0.138,0.284,0.038,0.381,0.416,0.134
2021-06-24,0.168,0.187,0.363,0.187,0.089,0.272,0.159,0.104,0.162,0.284,0.381,0.279,0.416,0.068
2021-06-25,0.165,0.187,0.352,0.239,0.251,0.0,0.18,0.158,0.258,0.238,0.383,0.286,0.416,0.001
2021-06-28,0.316,0.212,0.35,0.209,0.304,0.077,0.153,0.204,0.204,0.217,0.42,0.286,0.416,0.235
2021-06-29,0.366,0.269,0.443,0.268,0.264,0.045,0.173,0.127,0.269,0.176,0.326,0.247,0.416,0.148
2021-06-30,0.223,0.38,0.349,0.218,0.266,0.022,0.173,0.034,0.072,0.123,0.272,0.215,0.416,0.094
2021-07-01,0.245,0.29,0.33,0.212,0.262,0.358,0.336,-0.075,0.142,0.423,0.393,0.215,0.416,0.289
2021-07-02,0.287,0.269,0.305,0.295,0.31,0.209,0.327,-0.075,0.249,0.344,0.331,0.222,0.416,0.055
2021-07-05,0.266,0.302,0.34,0.093,0.193,0.203,0.219,0.06,-0.096,0.232,0.333,0.165,0.401,0.147
2021-07-06,0.203,0.302,0.354,0.184,0.119,-0.084,0.214,0.039,-0.181,0.196,0.337,0.146,0.401,0.137
2021-07-07,0.074,0.302,0.404,0.116,0.103,0.169,0.087,0.039,-0.046,-0.059,0.419,0.187,0.401,0.131
2021-07-08,0.179,0.302,0.418,0.2,0.219,0.031,0.128,0.152,0.055,0.122,0.297,0.272,0.393,0.189
2021-07-09,0.153,0.302,0.403,0.264,0.22,0.165,0.146,0.219,-0.087,0.348,0.266,0.272,0.393,-0.026
2021-07-12,0.042,0.332,0.427,0.023,-0.023,-0.012,0.146,0.313,-0.136,0.197,0.495,0.26,0.393,0.018
2021-07-13,0.172,0.361,0.464,0.195,0.045,0.17,0.146,0.324,-0.066,0.149,0.551,0.229,0.393,-0.269
2021-07-14,0.153,0.361,0.437,0.276,0.06,0.061,0.103,0.228,-0.069,0.081,0.481,0.229,0.393,0.033
2021-07-15,0.167,0.346,0.466,0.223,0.06,0.042,0.245,0.308,-0.206,0.284,0.384,0.255,0.393,0.147
2021-07-16,0.37,0.346,0.377,0.277,0.241,-0.135,0.262,0.242,-0.545,-0.002,0.118,0.293,0.383,0.311
2021-07-19,0.149,0.34,0.347,0.135,0.385,0.213,0.512,0.478,-0.228,0.097,0.166,0.297,0.383,-0.174
2021-07-20,0.253,0.34,0.267,0.27,0.385,0.086,0.222,0.444,-0.354,-0.141,0.106,0.263,0.383,-0.103
2021-07-21,0.072,0.318,0.218,0.293,0.324,0.081,0.141,-0.006,0.05,0.224,0.082,0.263,0.408,0.329
2021-07-22,0.142,0.353,0.282,0.092,0.176,0.119,0.114,-0.18,0.083,0.207,0.139,0.257,0.348,0.337
2021-07-23,0.32,0.394,0.181,0.246,0.125,0.111,0.168,-0.094,-0.162,-0.013,0.124,0.22,0.342,0.002
2021-07-26,0.205,0.394,-0.012,0.144,-0.079,0.398,0.257,0.095,0.054,0.277,0.157,0.33,0.346,0.07
2021-07-27,0.139,0.394,-0.023,0.253,-0.019,0.237,0.275,0.301,0.119,-0.037,0.079,0.337,0.346,0.019
2021-07-28,0.206,0.394,0.309,0.403,-0.014,0.258,0.384,0.281,0.245,0.178,0.093,0.386,0.37,0.122
2021-07-29,0.304,0.304,0.26,0.179,0.125,0.3,0.374,0.174,0.221,0.242,0.157,0.386,0.386,0.382
2021-07-30,-0.031,0.297,0.069,0.006,0.093,0.175,0.374,0.162,-0.119,0.088,0.176,0.386,0.386,0.069
2021-08-02,0.087,0.352,0.287,0.055,0.04,-0.016,0.311,0.14,0.041,0.049,0.292,0.387,0.386,0.001
2021-08-03,0.17,0.338,0.274,0.078,0.218,0.519,0.311,0.112,0.033,0.191,0.355,0.387,0.386,0.26
2021-08-04,0.052,0.273,0.3,0.112,0.214,0.116,0.311,0.027,-0.03,-0.057,0.084,0.407,0.403,0.413
2021-08-05,0.11,0.263,0.235,0.094,0.012,-0.074,0.229,0.092,0.11,0.032,0.044,0.428,0.412,0.281
2021-08-06,-0.48,0.263,0.334,0.233,0.04,0.295,0.229,0.064,0.143,0.168,0.089,0.428,0.412,0.361
2021-08-09,0.304,0.263,0.284,0.275,-0.312,0.364,0.258,0.147,0.077,0.163,0.273,0.414,0.412,-0.249
2021-08-10,-0.112,0.29,0.318,0.151,-0.393,0.056,0.278,0.136,-0.004,0.191,0.34,0.414,0.412,0.284
2021-08-11,0.202,0.29,0.343,0.28,-0.258,0.045,0.309,0.116,0.134,0.277,0.332,0.429,0.412,0.327
2021-08-12,0.028,0.29,0.327,0.111,-0.106,-0.101,0.309,0.116,0.201,0.416,0.332,0.414,0.412,0.249
2021-08-13,0.119,0.29,0.327,0.278,-0.245,0.12,0.317,0.061,-0.047,0.383,0.266,0.432,0.412,0.219
2021-08-16,0.112,0.242,0.359,0.073,-0.17,0.064,0.28,0.139,0.089,0.125,0.271,0.436,0.412,0.013
2021-08-17,0.272,0.251,0.364,0.29,-0.231,0.196,0.28,0.038,0.052,0.081,-0.016,0.391,0.412,0.054
2021-08-18,0.051,0.278,0.326,0.183,-0.118,0.179,0.332,0.136,0.108,0.204,0.062,0.391,0.412,0.063
2021-08-19,-0.17,0.278,0.283,0.261,-0.013,-0.073,0.359,0.206,0.09,0.386,0.264,0.391,0.417,-0.026
2021-08-20,0.006,0.098,0.345,0.29,0.17,-0.241,0.359,0.325,0.258,0.127,0.024,0.348,0.378,0.093
2021-08-23,-0.001,0.162,0.354,0.341,0.048,-0.042,0.447,0.3,0.328,0.278,0.145,0.348,0.378,-0.048
2021-08-24,0.277,0.177,0.274,0.387,0.009,0.276,0.47,0.282,0.096,0.375,0.349,0.348,0.378,0.148
2021-08-25,-0.032,0.177,0.064,0.15,0.203,0.017,0.475,0.153,-0.087,0.236,0.234,0.345,0.378,0.096
2021-08-26,-0.032,0.177,0.099,0.204,0.168,0.023,0.355,0.082,0.133,0.163,0.248,0.328,0.378,0.287
2021-08-27,0.133,0.177,0.085,0.413,0.014,0.158,0.392,0.074,0.24,0.208,0.374,0.307,0.378,0.298
2021-08-30,0.218,0.213,0.086,0.193,-0.17,0.288,0.305,0.105,0.283,0.361,0.409,0.301,0.378,0.342
2021-08-31,0.278,0.222,0.134,0.323,-0.257,0.269,0.339,0.274,0.224,0.229,0.404,0.234,0.378,0.321
2021-09-01,0.056,0.289,0.233,0.207,-0.224,0.062,0.327,0.327,0.129,0.337,0.412,0.253,0.378,0.077
2021-09-02,0.017,0.323,0.464,0.019,-0.161,0.15,0.262,0.313,0.153,0.279,0.379,0.253,0.341,0.025
2021-09-03,0.099,0.334,0.366,0.059,0.057,0.042,0.262,0.32,0.143,0.245,0.354,0.263,0.341,0.241
2021-09-06,-0.117,0.218,0.401,0.293,0.114,0.033,0.218,0.373,0.248,0.225,0.186,0.284,0.313,0.122
2021-09-07,-0.173,0.218,0.401,0.301,-0.131,0.101,0.261,0.373,0.248,0.225,0.186,0.284,0.29,0.177
2021-09-08,0.088,0.266,0.405,0.356,-0.056,0.116,0.149,0.277,0.332,0.388,0.195,0.302,0.29,0.099
2021-09-09,-0.126,0.285,0.418,0.183,-0.08,0.163,0.149,0.315,0.07,0.108,0.4,0.302,0.29,0.215
2021-09-10,0.121,0.337,0.43,0.365,0.152,0.142,0.149,0.303,0.241,0.136,0.237,0.327,0.326,0.384
2021-09-13,-0.002,0.337,0.339,0.259,0.01,0.221,0.224,0.228,0.283,0.43,0.256,0.271,0.326,0.357
2021-09-14,-0.031,0.337,0.29,0.158,-0.034,0.149,0.279,0.228,0.298,0.331,0.294,0.083,0.326,0.127
2021-09-15,0.078,0.237,0.263,0.214,-0.006,0.282,0.349,0.228,0.308,0.275,0.287,0.017,0.337,0.087
2021-09-16,0.079,0.173,0.219,0.198,0.18,0.218,0.349,0.096,0.0,-0.017,0.259,0.147,0.344,0.15
2021-09-17,0.351,0.177,0.15,0.381,0.228,0.259,0.349,0.032,0.064,0.107,0.111,0.122,0.353,0.391
2021-09-20,0.236,0.221,0.21,0.32,0.184,0.042,0.349,0.189,0.2,0.252,0.191,0.214,0.353,0.144
2021-09-21,0.149,0.249,0.149,0.347,0.119,0.055,0.349,0.189,0.182,0.215,0.044,0.236,0.35,-0.115
2021-09-22,0.293,0.336,0.195,0.284,-0.033,0.151,0.349,0.109,0.243,0.308,0.281,0.265,0.35,0.203
2021-09-23,-0.267,0.031,0.193,0.297,0.038,-0.127,0.472,0.147,-0.358,0.264,0.227,0.271,0.35,0.076
2021-09-24,0.114,0.087,0.168,0.376,0.115,-0.038,0.459,0.106,0.088,-0.094,0.235,0.24,0.325,-0.039
2021-09-27,0.41,0.111,0.281,0.255,0.171,0.085,0.459,-0.012,0.002,0.203,0.262,0.279,0.325,0.148
2021-09-28,-0.163,0.258,0.302,0.256,-0.045,0.111,0.444,0.008,0.073,-0.034,0.356,0.277,0.349,0.211
2021-09-29,0.172,0.452,0.124,0.274,-0.024,-0.041,0.4,-0.094,0.087,-0.006,0.296,0.302,0.346,0.085
2021-09-30,-0.037,0.325,0.017,0.276,0.05,-0.054,0.4,-0.125,0.136,0.067,0.129,0.253,0.346,0.05
2021-10-01,-0.004,0.376,0.237,0.089,0.019,0.104,0.337,-0.053,-0.252,0.244,-0.068,0.223,0.257,0.163
2021-10-04,0.191,0.311,0.223,0.295,0.056,0.31,0.339,-0.032,0.08,0.048,-0.003,0.223,0.257,-0.046
2021-10-05,-0.15,0.298,0.269,0.021,0.103,0.039,0.294,-0.03,-0.2,0.283,0.182,0.236,0.257,-0.094
2021-10-06,-0.122,0.279,0.291,0.087,0.194,0.085,0.332,-0.001,-0.034,0.264,0.27,0.273,0.257,0.078
2021-10-07,0.154,0.429,0.274,0.158,0.249,0.266,0.282,0.137,-0.21,0.292,0.287,0.369,0.257,0.054
2021-10-08,0.143,0.327,0.174,0.154,0.245,-0.069,0.213,0.149,-0.156,0.178,0.213,0.318,0.257,-0.004
2021-10-11,0.09,0.331,0.203,0.313,0.243,0.024,0.33,0.151,0.118,0.239,0.215,0.238,0.257,0.234
2021-10-12,0.331,0.351,0.213,0.343,0.242,0.202,0.299,0.125,0.089,0.371,0.285,0.362,0.257,0.291
2021-10-13,-0.227,0.349,0.146,0.289,0.296,0.241,0.34,0.109,-0.071,0.48,0.347,0.338,0.305,0.07
2021-10-14,0.328,0.31,0.354,0.237,0.217,0.327,0.37,0.066,-0.117,0.473,0.5,0.148,0.313,0.323
2021-10-15,0.115,0.31,0.29,0.232,0.104,0.164,0.37,0.028,0.034,0.226,0.489,0.165,0.313,0.234
2021-10-18,0.058,0.266,0.375,0.072,0.223,0.457,0.323,0.066,0.342,0.212,0.275,0.111,0.313,0.502
2021-10-19,0.532,0.259,0.275,0.315,0.268,0.089,0.294,0.144,0.136,0.095,0.207,0.1,0.313,0.329
2021-10-20,-0.003,0.245,0.245,0.261,0.309,0.322,0.342,0.34,0.161,0.213,0.112,0.067,0.276,0.077
2021-10-21,0.222,0.259,0.35,0.25,0.29,0.035,0.036,0.274,0.039,0.245,0.307,0.067,0.276,0.188
2021-10-22,-0.268,0.301,0.366,0.023,0.186,-0.167,0.098,-0.036,-0.072,0.161,0.261,0.1,0.284,0.144
2021-10-25,-0.015,0.301,0.182,0.182,0.213,0.33,0.162,-0.055,-0.036,0.146,0.272,0.176,0.284,0.008
2021-10-26,0.295,0.287,0.108,0.109,0.224,0.198,0.214,0.032,0.141,0.163,0.243,0.265,0.284,0.382
